Wall time,Step,Value
1647112991.141595,268999,-677.7999877929688
1647113011.8768337,269999,-651.4000244140625
1647113032.697511,270999,-675.4000244140625
1647113178.450392,277999,-686.7999877929688
1647113199.230874,278999,-733.5999755859375
1647113240.795189,280999,-689.7999877929688
1647113303.409919,283999,-672.4000244140625
1647113365.908933,286999,-751.0
1647113386.875005,287999,-701.7999877929688
1647113449.411529,290999,-735.4000244140625
1647113470.261291,291999,-674.2000122070312
1647113511.7034357,293999,-712.5999755859375
1647113595.0756752,297999,-562.5999755859375
1647113720.014742,303999,-623.7999877929688
1647113845.26357,309999,-581.7999877929688
1647113866.095368,310999,-564.4000244140625
1647113887.059301,311999,-611.7999877929688
1647113907.971236,312999,-637.5999755859375
1647113949.807393,314999,-673.0
1647113970.585976,315999,-599.7999877929688
1647113991.436005,316999,-692.2000122070312
1647114033.23427,318999,-611.2000122070312
1647114074.920478,320999,-689.2000122070312
1647114095.761199,321999,-548.2000122070312
1647114116.523125,322999,-606.4000244140625
1647114137.418622,323999,-591.4000244140625
1647114179.206822,325999,-608.7999877929688
1647114220.8020842,327999,-569.7999877929688
1647114241.559839,328999,-656.7999877929688
1647114262.441969,329999,-606.4000244140625
1647114345.683017,333999,-590.2000122070312
1647114387.180084,335999,-623.2000122070312
1647114407.942281,336999,-591.4000244140625
1647114428.843655,337999,-523.0
1647114491.025458,340999,-527.2000122070312
1647114574.197443,344999,-483.3999938964844
1647114595.023474,345999,-551.7999877929688
1647114615.7556238,346999,-625.5999755859375
1647114636.57148,347999,-569.2000122070312
1647114719.821673,351999,-600.4000244140625
1647114803.0815349,355999,-562.0
1647114844.749669,357999,-578.7999877929688
1647114969.6156192,363999,-545.2000122070312
1647115011.218806,365999,-533.7999877929688
1647115240.115475,376999,-535.5999755859375
1647115260.870836,377999,-604.5999755859375
1647115281.617397,378999,-573.4000244140625
1647115302.331537,379999,-529.0
1647115364.8277183,382999,-460.6000061035156
1647115385.60312,383999,-577.0
1647115406.470556,384999,-569.2000122070312
1647115552.183939,391999,-614.7999877929688
1647115572.999814,392999,-483.3999938964844
1647115635.519278,395999,-556.5999755859375
1647115656.238324,396999,-488.79998779296875
1647115697.875468,398999,-513.4000244140625
1647115739.587191,400999,-622.0
1647115760.439293,401999,-533.7999877929688
1647115802.079306,403999,-511.0
1647115822.874886,404999,-521.2000122070312
1647115864.529248,406999,-611.7999877929688
1647116093.6064677,417999,-526.0
1647116218.6273,423999,-441.3999938964844
1647116260.224938,425999,-484.0
1647116322.4395862,428999,-542.7999877929688
1647116405.839362,432999,-513.4000244140625
1647116426.627404,433999,-530.2000122070312
1647116447.5688498,434999,-563.7999877929688
1647116572.335605,440999,-427.6000061035156
1647116593.223527,441999,-506.79998779296875
1647116634.612312,443999,-543.4000244140625
1647116655.365377,444999,-501.3999938964844
1647116717.723295,447999,-514.0
1647116821.599462,452999,-438.3999938964844
1647116842.443287,453999,-529.5999755859375
1647116863.294238,454999,-499.0
1647116884.085719,455999,-467.79998779296875
1647116904.735913,456999,-458.20001220703125
1647116967.07018,459999,-508.0
1647117050.199741,463999,-619.0
1647117071.017004,464999,-466.0
1647117112.562715,466999,-401.20001220703125
1647117174.957949,469999,-474.3999938964844
1647117216.4878201,471999,-521.2000122070312
1647117237.319161,472999,-556.5999755859375
1647117299.9157434,475999,-565.0
1647117320.842715,476999,-511.0
1647117362.534651,478999,-438.3999938964844
